age,gender,ethnicity,priors_count,charge_severity,decile_score,recidivism,country,cluster,pca1,pca2
29,Male,Caucasian,0,1,1,0,Germany,1,43.806194382924325,0.9500192550843528
33,Female,African-American,0,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
36,Male,African-American,16,1,5,1,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,Caucasian,6,1,5,1,Germany,1,43.806194382924325,0.9500192550843528
37,Male,African-American,8,1,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
24,Male,African-American,1,0,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,Caucasian,4,0,8,1,Turkey,0,-1.0718220494459385,21.829144866124885
39,Female,Caucasian,0,0,6,0,USA,1,25.43683117763648,-19.27406840457623
20,Male,Caucasian,1,1,7,1,Norway,1,47.786863729117535,-13.981413841687583
69,Male,African-American,3,0,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
33,Male,African-American,0,1,2,1,Nigeria,0,-46.68282486694604,-11.414853507650276
44,Male,Caucasian,2,0,2,1,Australia,1,37.21511453120613,-12.715415186841769
30,Male,African-American,4,0,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
25,Male,Caucasian,2,1,5,0,Turkey,0,-1.0718220494459385,21.829144866124885
27,Male,African-American,0,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
20,Male,African-American,0,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
27,Female,African-American,3,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,Caucasian,0,0,2,0,Turkey,0,-1.0718220494459385,21.829144866124885
24,Male,African-American,8,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
24,Female,African-American,0,1,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,African-American,1,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
27,Female,Caucasian,2,1,5,1,Germany,1,43.806194382924325,0.9500192550843528
66,Female,African-American,11,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
28,Male,African-American,3,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
57,Male,Caucasian,21,0,1,1,USA,1,25.43683117763648,-19.27406840457623
32,Male,Caucasian,3,1,5,0,Australia,1,37.21511453120613,-12.715415186841769
33,Male,Caucasian,14,1,9,0,Germany,1,43.806194382924325,0.9500192550843528
37,Male,African-American,20,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
30,Female,African-American,3,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
51,Female,Caucasian,0,0,1,1,Australia,1,37.21511453120613,-12.715415186841769
29,Male,African-American,2,1,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
51,Male,Caucasian,6,1,1,1,Norway,1,47.786863729117535,-13.981413841687583
34,Male,Caucasian,1,1,5,0,Canada,1,35.83177757108504,-15.505969796835672
35,Female,African-American,0,0,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Female,Caucasian,0,0,4,0,USA,1,25.43683117763648,-19.27406840457623
61,Male,Caucasian,1,0,1,0,Norway,1,47.786863729117535,-13.981413841687583
22,Male,African-American,0,0,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,African-American,0,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
32,Male,African-American,1,1,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
30,Male,African-American,5,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
42,Male,Caucasian,0,1,1,0,Turkey,0,-1.0718220494459385,21.829144866124885
38,Male,African-American,10,1,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,Hispanic,1,1,1,0,Spain,1,21.28767962005639,24.26151435635069
32,Male,African-American,7,1,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
61,Male,African-American,8,0,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
30,Male,Hispanic,2,0,2,1,Mexico,0,-19.49759326883606,20.541445557669004
22,Male,Caucasian,2,1,5,0,Norway,1,47.786863729117535,-13.981413841687583
28,Male,African-American,6,0,9,0,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Male,Caucasian,5,0,7,1,USA,1,25.43683117763648,-19.27406840457623
25,Male,Caucasian,3,1,3,0,Canada,1,35.83177757108504,-15.505969796835672
40,Male,Other,1,1,1,0,Russia,0,-16.597492373513003,37.985810351285686
59,Male,Caucasian,0,0,1,0,USA,1,25.43683117763648,-19.27406840457623
29,Female,African-American,1,0,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,Caucasian,3,1,8,1,Germany,1,43.806194382924325,0.9500192550843528
26,Female,African-American,0,0,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
36,Male,African-American,0,0,6,0,Nigeria,0,-46.68282486694604,-11.414853507650276
32,Female,African-American,11,1,7,0,Ghana,0,-39.34383608951236,-0.300683459588528
57,Male,Caucasian,0,0,2,0,USA,1,25.43683117763648,-19.27406840457623
21,Male,African-American,1,1,8,0,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,Hispanic,6,0,7,1,Mexico,0,-19.49759326883606,20.541445557669004
59,Male,African-American,4,0,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,Caucasian,0,0,5,1,Turkey,0,-1.0718220494459385,21.829144866124885
33,Male,African-American,2,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
21,Male,Caucasian,3,0,7,0,Norway,1,47.786863729117535,-13.981413841687583
49,Male,Caucasian,2,0,1,0,Australia,1,37.21511453120613,-12.715415186841769
29,Male,African-American,1,0,2,1,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,Caucasian,2,1,8,1,Canada,1,35.83177757108504,-15.505969796835672
37,Male,Caucasian,2,0,1,1,USA,1,25.43683117763648,-19.27406840457623
38,Male,Hispanic,0,0,1,0,Brazil,0,-10.954484877497906,12.2286804464062
49,Male,Caucasian,0,1,1,0,Turkey,0,-1.0718220494459385,21.829144866124885
35,Male,Caucasian,4,0,2,0,Germany,1,43.806194382924325,0.9500192550843528
25,Male,Caucasian,2,0,4,1,USA,1,25.43683117763648,-19.27406840457623
36,Female,Hispanic,9,1,1,1,Brazil,0,-10.954484877497906,12.2286804464062
47,Male,Hispanic,0,0,4,0,Brazil,0,-10.954484877497906,12.2286804464062
42,Female,Caucasian,0,1,2,1,Australia,1,37.21511453120613,-12.715415186841769
28,Female,Other,1,1,2,0,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
27,Male,African-American,0,1,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
32,Male,Caucasian,0,1,1,0,Canada,1,35.83177757108504,-15.505969796835672
49,Male,Caucasian,1,1,1,0,Canada,1,35.83177757108504,-15.505969796835672
26,Male,African-American,3,0,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,African-American,2,0,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
51,Female,Hispanic,0,0,1,0,Brazil,0,-10.954484877497906,12.2286804464062
31,Male,Caucasian,11,1,7,1,Germany,1,43.806194382924325,0.9500192550843528
29,Male,African-American,2,0,3,1,Nigeria,0,-46.68282486694604,-11.414853507650276
32,Female,Hispanic,1,1,3,1,Brazil,0,-10.954484877497906,12.2286804464062
35,Male,African-American,2,0,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
36,Male,Caucasian,6,1,7,0,Australia,1,37.21511453120613,-12.715415186841769
42,Male,African-American,4,0,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
36,Male,African-American,2,1,3,0,Nigeria,0,-46.68282486694604,-11.414853507650276
21,Male,African-American,3,0,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
28,Female,Hispanic,1,1,3,1,Mexico,0,-19.49759326883606,20.541445557669004
50,Male,Caucasian,0,1,7,0,Norway,1,47.786863729117535,-13.981413841687583
23,Male,African-American,3,1,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
25,Male,African-American,4,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
23,Male,African-American,3,1,7,0,Ghana,0,-39.34383608951236,-0.300683459588528
34,Male,African-American,4,0,3,1,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,African-American,1,1,3,0,Nigeria,0,-46.68282486694604,-11.414853507650276
33,Male,African-American,15,0,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
36,Female,Caucasian,3,1,1,1,Germany,1,43.806194382924325,0.9500192550843528
42,Male,African-American,7,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
61,Male,Caucasian,0,0,1,0,Canada,1,35.83177757108504,-15.505969796835672
41,Female,African-American,4,1,2,1,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,Caucasian,0,0,2,1,Canada,1,35.83177757108504,-15.505969796835672
24,Male,African-American,2,0,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,African-American,6,1,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
23,Male,African-American,2,1,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
37,Male,Caucasian,11,1,9,1,USA,1,25.43683117763648,-19.27406840457623
41,Male,African-American,3,0,2,1,Nigeria,0,-46.68282486694604,-11.414853507650276
20,Male,African-American,0,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
48,Male,Hispanic,1,0,1,0,Spain,1,21.28767962005639,24.26151435635069
48,Male,Caucasian,20,1,6,1,Australia,1,37.21511453120613,-12.715415186841769
25,Male,African-American,1,1,3,0,Nigeria,0,-46.68282486694604,-11.414853507650276
66,Male,Other,0,0,1,0,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
47,Male,Caucasian,2,1,1,0,Norway,1,47.786863729117535,-13.981413841687583
36,Male,African-American,2,0,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
27,Male,Caucasian,0,0,2,0,Turkey,0,-1.0718220494459385,21.829144866124885
43,Male,Caucasian,6,0,2,1,Germany,1,43.806194382924325,0.9500192550843528
21,Female,Caucasian,0,1,6,1,Germany,1,43.806194382924325,0.9500192550843528
20,Female,African-American,0,1,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Female,Caucasian,1,0,5,0,Turkey,0,-1.0718220494459385,21.829144866124885
28,Female,African-American,0,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
32,Female,African-American,0,0,1,1,Ghana,0,-39.34383608951236,-0.300683459588528
25,Male,African-American,6,0,7,0,Ghana,0,-39.34383608951236,-0.300683459588528
35,Male,Caucasian,0,1,2,0,Australia,1,37.21511453120613,-12.715415186841769
26,Male,Caucasian,10,0,8,1,USA,1,25.43683117763648,-19.27406840457623
34,Female,Caucasian,12,1,10,1,Canada,1,35.83177757108504,-15.505969796835672
24,Female,Caucasian,0,1,4,0,Norway,1,47.786863729117535,-13.981413841687583
28,Male,African-American,25,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
25,Male,African-American,6,0,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
40,Male,Caucasian,4,1,7,0,Turkey,0,-1.0718220494459385,21.829144866124885
34,Male,Caucasian,13,1,8,1,USA,1,25.43683117763648,-19.27406840457623
28,Male,African-American,1,1,3,0,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,African-American,1,1,4,1,Nigeria,0,-46.68282486694604,-11.414853507650276
56,Male,Hispanic,0,1,1,0,Brazil,0,-10.954484877497906,12.2286804464062
27,Male,Caucasian,0,1,9,1,USA,1,25.43683117763648,-19.27406840457623
40,Male,Caucasian,3,0,4,0,Australia,1,37.21511453120613,-12.715415186841769
32,Female,African-American,0,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
23,Female,Hispanic,0,1,6,1,Mexico,0,-19.49759326883606,20.541445557669004
21,Male,Other,1,1,7,0,Norway,1,47.786863729117535,-13.981413841687583
37,Male,Hispanic,3,1,1,1,Spain,1,21.28767962005639,24.26151435635069
26,Male,Caucasian,4,1,4,1,Germany,1,43.806194382924325,0.9500192550843528
21,Male,African-American,1,1,4,1,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Male,Caucasian,3,1,3,0,Turkey,0,-1.0718220494459385,21.829144866124885
22,Female,Caucasian,0,0,3,0,Canada,1,35.83177757108504,-15.505969796835672
27,Female,Caucasian,0,1,5,0,USA,1,25.43683117763648,-19.27406840457623
21,Male,Other,3,1,2,1,Norway,1,47.786863729117535,-13.981413841687583
27,Male,Caucasian,5,1,6,0,USA,1,25.43683117763648,-19.27406840457623
30,Male,Other,0,1,1,0,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
23,Male,African-American,0,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
35,Male,African-American,1,1,8,0,Nigeria,0,-46.68282486694604,-11.414853507650276
27,Female,African-American,12,0,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
49,Male,African-American,4,1,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
20,Male,Caucasian,0,1,5,1,Australia,1,37.21511453120613,-12.715415186841769
21,Male,African-American,1,1,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
38,Male,Caucasian,0,0,1,0,Australia,1,37.21511453120613,-12.715415186841769
24,Male,Caucasian,2,1,6,0,Australia,1,37.21511453120613,-12.715415186841769
21,Male,Caucasian,2,1,6,0,Canada,1,35.83177757108504,-15.505969796835672
42,Female,Caucasian,0,1,1,1,USA,1,25.43683117763648,-19.27406840457623
23,Male,Other,2,0,8,0,Norway,1,47.786863729117535,-13.981413841687583
25,Male,Caucasian,13,1,4,1,USA,1,25.43683117763648,-19.27406840457623
28,Male,African-American,1,0,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
30,Male,Hispanic,0,0,7,0,Brazil,0,-10.954484877497906,12.2286804464062
62,Female,Caucasian,2,1,1,1,Australia,1,37.21511453120613,-12.715415186841769
45,Female,Caucasian,7,1,2,1,Norway,1,47.786863729117535,-13.981413841687583
38,Male,Asian,2,1,1,0,China,0,-11.389053585728368,-27.70221596669461
25,Male,African-American,0,1,8,0,Nigeria,0,-46.68282486694604,-11.414853507650276
31,Male,Caucasian,2,1,3,1,USA,1,25.43683117763648,-19.27406840457623
29,Male,Other,4,0,5,1,Russia,0,-16.597492373513003,37.985810351285686
26,Male,African-American,9,0,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
40,Male,African-American,7,1,8,0,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,Hispanic,1,0,1,0,Brazil,0,-10.954484877497906,12.2286804464062
64,Male,African-American,13,0,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
27,Male,African-American,0,1,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,African-American,3,0,4,1,Nigeria,0,-46.68282486694604,-11.414853507650276
21,Male,African-American,0,1,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
33,Female,African-American,0,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,Other,0,0,4,1,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
26,Male,Caucasian,1,1,5,0,USA,1,25.43683117763648,-19.27406840457623
20,Male,African-American,1,1,5,1,Ghana,0,-39.34383608951236,-0.300683459588528
56,Male,Caucasian,13,0,4,0,Norway,1,47.786863729117535,-13.981413841687583
52,Female,Hispanic,0,0,1,1,Spain,1,21.28767962005639,24.26151435635069
22,Male,African-American,0,0,8,0,Ghana,0,-39.34383608951236,-0.300683459588528
22,Female,Hispanic,0,0,2,0,Spain,1,21.28767962005639,24.26151435635069
57,Male,African-American,12,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
30,Male,African-American,1,1,7,0,Ghana,0,-39.34383608951236,-0.300683459588528
21,Female,African-American,0,1,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
21,Male,Native American,0,0,6,1,USA,1,25.43683117763648,-19.27406840457623
45,Male,Caucasian,3,0,3,1,USA,1,25.43683117763648,-19.27406840457623
29,Female,African-American,2,1,3,1,Nigeria,0,-46.68282486694604,-11.414853507650276
34,Male,Hispanic,0,0,1,0,Brazil,0,-10.954484877497906,12.2286804464062
37,Male,African-American,8,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Male,Caucasian,0,1,3,0,Turkey,0,-1.0718220494459385,21.829144866124885
42,Female,Caucasian,0,0,1,0,USA,1,25.43683117763648,-19.27406840457623
30,Male,Caucasian,4,0,5,1,Australia,1,37.21511453120613,-12.715415186841769
52,Male,Caucasian,4,0,3,0,USA,1,25.43683117763648,-19.27406840457623
36,Male,African-American,0,1,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Female,Hispanic,0,0,3,0,Mexico,0,-19.49759326883606,20.541445557669004
31,Male,Caucasian,2,0,6,1,USA,1,25.43683117763648,-19.27406840457623
22,Male,African-American,0,1,7,0,Nigeria,0,-46.68282486694604,-11.414853507650276
32,Male,Other,0,1,1,0,Norway,1,47.786863729117535,-13.981413841687583
22,Male,Native American,0,0,4,1,USA,1,25.43683117763648,-19.27406840457623
20,Male,African-American,0,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
56,Male,Caucasian,13,1,2,0,Norway,1,47.786863729117535,-13.981413841687583
32,Male,Other,1,1,1,0,Russia,0,-16.597492373513003,37.985810351285686
21,Male,African-American,1,1,5,1,Ghana,0,-39.34383608951236,-0.300683459588528
35,Male,African-American,4,0,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
55,Male,African-American,0,1,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
38,Female,Caucasian,0,1,4,1,Germany,1,43.806194382924325,0.9500192550843528
36,Male,African-American,19,0,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
34,Male,African-American,5,1,2,1,Nigeria,0,-46.68282486694604,-11.414853507650276
20,Male,African-American,0,0,3,1,Ghana,0,-39.34383608951236,-0.300683459588528
58,Male,Caucasian,3,0,2,0,Germany,1,43.806194382924325,0.9500192550843528
21,Male,Caucasian,0,1,5,1,Turkey,0,-1.0718220494459385,21.829144866124885
49,Male,Caucasian,8,1,6,1,Canada,1,35.83177757108504,-15.505969796835672
22,Male,Caucasian,0,1,5,0,USA,1,25.43683117763648,-19.27406840457623
36,Male,African-American,2,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
27,Male,African-American,12,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
57,Male,African-American,8,0,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
34,Male,African-American,19,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,African-American,0,1,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,African-American,1,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,Caucasian,6,1,9,1,Turkey,0,-1.0718220494459385,21.829144866124885
45,Male,African-American,15,1,3,1,Ghana,0,-39.34383608951236,-0.300683459588528
69,Male,Caucasian,0,0,1,1,USA,1,25.43683117763648,-19.27406840457623
35,Male,Hispanic,0,0,2,0,Brazil,0,-10.954484877497906,12.2286804464062
57,Female,Caucasian,3,1,1,0,Germany,1,43.806194382924325,0.9500192550843528
30,Male,African-American,9,0,4,1,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,Hispanic,0,1,2,0,Mexico,0,-19.49759326883606,20.541445557669004
20,Male,Caucasian,0,0,10,1,Australia,1,37.21511453120613,-12.715415186841769
29,Male,African-American,0,0,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,African-American,1,1,8,0,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,African-American,10,1,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
20,Male,Hispanic,1,1,10,1,Mexico,0,-19.49759326883606,20.541445557669004
20,Female,Other,0,0,5,1,Russia,0,-16.597492373513003,37.985810351285686
26,Male,African-American,7,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
56,Male,Caucasian,1,1,2,0,Turkey,0,-1.0718220494459385,21.829144866124885
43,Male,African-American,5,1,9,0,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,African-American,5,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
41,Male,African-American,10,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,Hispanic,1,1,2,0,Spain,1,21.28767962005639,24.26151435635069
36,Male,African-American,9,1,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
30,Male,African-American,19,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
26,Female,African-American,1,1,4,1,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,African-American,1,1,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
50,Female,Hispanic,1,1,2,1,Mexico,0,-19.49759326883606,20.541445557669004
34,Male,African-American,2,1,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
21,Female,African-American,2,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
27,Female,Other,5,1,6,1,Norway,1,47.786863729117535,-13.981413841687583
26,Male,Caucasian,0,1,6,1,Canada,1,35.83177757108504,-15.505969796835672
23,Male,African-American,2,1,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
31,Female,Caucasian,14,1,10,0,Canada,1,35.83177757108504,-15.505969796835672
21,Male,Caucasian,1,1,4,0,USA,1,25.43683117763648,-19.27406840457623
30,Female,African-American,1,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Male,Hispanic,2,1,8,0,Spain,1,21.28767962005639,24.26151435635069
30,Male,Caucasian,3,0,3,0,Canada,1,35.83177757108504,-15.505969796835672
27,Male,Caucasian,0,0,2,0,Norway,1,47.786863729117535,-13.981413841687583
50,Female,Caucasian,0,0,1,0,USA,1,25.43683117763648,-19.27406840457623
53,Female,African-American,10,1,2,1,Nigeria,0,-46.68282486694604,-11.414853507650276
33,Male,Other,3,1,1,0,Russia,0,-16.597492373513003,37.985810351285686
36,Male,African-American,5,0,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
35,Male,Hispanic,2,1,1,0,Mexico,0,-19.49759326883606,20.541445557669004
36,Male,African-American,0,1,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
51,Female,Caucasian,5,1,5,0,USA,1,25.43683117763648,-19.27406840457623
23,Male,African-American,2,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
25,Male,Other,2,0,2,1,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
54,Female,Caucasian,0,0,1,0,Germany,1,43.806194382924325,0.9500192550843528
22,Female,African-American,2,1,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
43,Male,African-American,3,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
19,Male,Caucasian,1,0,4,1,Australia,1,37.21511453120613,-12.715415186841769
29,Male,African-American,3,1,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
37,Male,African-American,2,0,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
21,Male,African-American,1,1,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,Caucasian,2,0,6,1,USA,1,25.43683117763648,-19.27406840457623
20,Male,African-American,1,1,3,1,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,Caucasian,0,1,3,0,USA,1,25.43683117763648,-19.27406840457623
31,Male,Caucasian,3,0,2,1,USA,1,25.43683117763648,-19.27406840457623
21,Male,Caucasian,0,1,7,1,Turkey,0,-1.0718220494459385,21.829144866124885
27,Male,African-American,7,1,6,0,Nigeria,0,-46.68282486694604,-11.414853507650276
54,Male,Other,1,1,1,0,Indonesia,0,-41.4182672672213,-17.70168411169513
32,Male,African-American,3,1,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
33,Male,African-American,8,1,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,African-American,2,1,9,0,Ghana,0,-39.34383608951236,-0.300683459588528
27,Female,African-American,2,0,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
52,Male,Caucasian,0,0,1,0,Turkey,0,-1.0718220494459385,21.829144866124885
38,Male,African-American,8,0,6,0,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Male,Caucasian,1,1,10,0,Turkey,0,-1.0718220494459385,21.829144866124885
21,Male,African-American,2,0,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
26,Male,African-American,2,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
42,Female,Caucasian,3,1,5,0,Turkey,0,-1.0718220494459385,21.829144866124885
36,Male,Hispanic,1,1,4,1,Spain,1,21.28767962005639,24.26151435635069
22,Male,African-American,1,0,7,0,Ghana,0,-39.34383608951236,-0.300683459588528
39,Male,Other,6,1,5,0,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
27,Male,African-American,0,1,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
20,Male,African-American,1,1,3,0,Nigeria,0,-46.68282486694604,-11.414853507650276
42,Female,Caucasian,0,0,1,0,USA,1,25.43683117763648,-19.27406840457623
25,Female,African-American,1,0,3,1,Ghana,0,-39.34383608951236,-0.300683459588528
20,Male,African-American,0,1,9,0,Ghana,0,-39.34383608951236,-0.300683459588528
19,Male,African-American,3,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,Caucasian,0,0,4,0,Norway,1,47.786863729117535,-13.981413841687583
21,Male,African-American,0,0,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
48,Male,Caucasian,9,1,6,0,Norway,1,47.786863729117535,-13.981413841687583
22,Male,African-American,1,1,5,1,Ghana,0,-39.34383608951236,-0.300683459588528
52,Male,Caucasian,7,0,2,0,Germany,1,43.806194382924325,0.9500192550843528
39,Female,African-American,1,1,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
34,Male,Hispanic,2,0,5,1,Brazil,0,-10.954484877497906,12.2286804464062
27,Male,Caucasian,2,1,3,1,Turkey,0,-1.0718220494459385,21.829144866124885
24,Female,Caucasian,7,0,7,0,Australia,1,37.21511453120613,-12.715415186841769
27,Male,Caucasian,1,0,7,1,Germany,1,43.806194382924325,0.9500192550843528
52,Male,African-American,2,1,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
23,Female,African-American,1,1,3,0,Nigeria,0,-46.68282486694604,-11.414853507650276
31,Male,African-American,1,1,10,0,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,African-American,5,0,9,0,Ghana,0,-39.34383608951236,-0.300683459588528
23,Male,Caucasian,0,0,6,0,USA,1,25.43683117763648,-19.27406840457623
19,Male,African-American,1,1,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Female,African-American,1,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
34,Female,Hispanic,5,1,4,0,Brazil,0,-10.954484877497906,12.2286804464062
24,Female,Caucasian,2,1,9,0,Germany,1,43.806194382924325,0.9500192550843528
46,Male,Caucasian,0,1,1,0,Germany,1,43.806194382924325,0.9500192550843528
75,Female,African-American,5,1,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
23,Male,Caucasian,3,1,5,1,Turkey,0,-1.0718220494459385,21.829144866124885
21,Male,African-American,1,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
33,Male,African-American,4,1,10,0,Nigeria,0,-46.68282486694604,-11.414853507650276
71,Male,African-American,12,0,7,0,Nigeria,0,-46.68282486694604,-11.414853507650276
21,Female,African-American,2,1,8,0,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,African-American,0,1,3,1,Nigeria,0,-46.68282486694604,-11.414853507650276
27,Male,Hispanic,4,1,2,1,Spain,1,21.28767962005639,24.26151435635069
49,Male,African-American,6,0,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
39,Male,Caucasian,0,0,1,0,USA,1,25.43683117763648,-19.27406840457623
43,Male,Caucasian,1,1,1,0,Turkey,0,-1.0718220494459385,21.829144866124885
29,Male,Caucasian,7,0,7,1,Norway,1,47.786863729117535,-13.981413841687583
